Eligibility Year,Eligibility Month,Economic Region,Aid Category,Dual Eligible,Managed Care vs. Fee For Service,Plan Name,Plan Type,Gender,Age Group,Race,Number of Recipients
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,NATIVE AMERICAN,8
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,57
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,454
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,107
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,126
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,238
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,NATIVE AMERICAN,8
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,35
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,55
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,ASIAN,14
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,247
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,242
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,NATIVE AMERICAN,6
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,139
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,WHITE,191
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,6
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,147
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,97
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,NATIVE AMERICAN,3
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,50
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,180
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,15
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,249
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,121
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,NATIVE AMERICAN,4
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,45
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,397
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,80
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,39
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,87
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,NATIVE AMERICAN,3
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,19
2013,7,Long Island,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,20
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,5
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,1
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,2
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,3
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,1
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,7
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,8
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,7
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,15
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,2
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,4
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,5
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,5
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,3
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,2
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,4
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,7
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,4
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,8
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,NATIVE AMERICAN,1
2013,7,Long Island,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,4
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,ASIAN,619
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,BLACK,2526
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,7733
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,NATIVE AMERICAN,38
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,OTHER,5229
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,WHITE,2271
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,439
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,1605
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,2957
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,NATIVE AMERICAN,24
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,2115
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,1671
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,ASIAN,333
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,634
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,965
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,NATIVE AMERICAN,11
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,687
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,741
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,28
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,31
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,55
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,NATIVE AMERICAN,2
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,13
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,7
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,ASIAN,701
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,2408
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,7774
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,NATIVE AMERICAN,31
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,5107
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,WHITE,2212
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,273
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,760
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,917
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,NATIVE AMERICAN,11
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,1016
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,975
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,223
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,490
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,494
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,NATIVE AMERICAN,9
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,468
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,768
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,22
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,13
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,21
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,2
2013,7,Long Island,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,6
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,2
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,4
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,8
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,7
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,3
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,4
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,5
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,NATIVE AMERICAN,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,3
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,2
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,2
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,2
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,3
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,3
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,7
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,1
2013,7,Long Island,TANF/SN,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,1
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,5
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,OTHER,4
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,14
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,21
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,22
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,19
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,8
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,ASIAN,2
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,4
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,6
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,10
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,2
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,ASIAN,1
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,1
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,1
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,4
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,5
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,6
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,8
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,3
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,4
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,3
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,3
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,8
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,4
2013,7,New York City,FHPLUS,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,1
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,ASIAN,101
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,BLACK,2352
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,3037
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,NATIVE AMERICAN,6
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,OTHER,917
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,WHITE,187
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,131
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,2117
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,3083
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,NATIVE AMERICAN,4
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,569
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,309
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,ASIAN,436
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,4883
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,10862
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,NATIVE AMERICAN,9
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,1139
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,1105
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,1195
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,1267
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,3611
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,NATIVE AMERICAN,46
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,651
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,319
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,ASIAN,165
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,4312
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,6110
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,NATIVE AMERICAN,6
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,1888
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,WHITE,341
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,148
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,1866
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,2521
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,NATIVE AMERICAN,5
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,671
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,375
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,296
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,3324
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,4843
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,NATIVE AMERICAN,11
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,982
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,1006
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,1002
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,443
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,1626
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,NATIVE AMERICAN,22
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,357
2013,7,New York City,SSI,NO,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,189
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,BLACK,1
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,2
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,1
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,45
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,54
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,OTHER,11
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,WHITE,6
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,ASIAN,1
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,BLACK,46
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,HISPANIC,95
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,OTHER,7
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,45-64,WHITE,12
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,ASIAN,64
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,BLACK,136
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,HISPANIC,494
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,NATIVE AMERICAN,1
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,OTHER,68
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Female,65+,WHITE,49
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,BLACK,4
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,HISPANIC,5
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,OTHER,1
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,00-20,WHITE,1
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,ASIAN,2
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,BLACK,30
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,HISPANIC,52
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,OTHER,11
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,21-44,WHITE,6
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,ASIAN,2
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,BLACK,26
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,HISPANIC,43
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,OTHER,9
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,45-64,WHITE,9
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,ASIAN,69
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,BLACK,64
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,HISPANIC,262
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,NATIVE AMERICAN,1
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,OTHER,36
2013,7,New York City,SSI,YES,MMC,HEALTHFIRST,HMO/PHSP,Male,65+,WHITE,39
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,ASIAN,15956
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,BLACK,29405
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,HISPANIC,56215
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,NATIVE AMERICAN,169
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,OTHER,41452
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,00-20,WHITE,10030
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,ASIAN,15764
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,BLACK,23288
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,HISPANIC,36059
2013,7,New York City,TANF/SN,NO,MMC,HEALTHFIRST,HMO/PHSP,Female,21-44,NATIVE AMERICAN,114
